acc,disprot_id,region_id,organism,ncbi_taxon_id,group,protein_length,start,end,region_len,term_namespace,term_id,term_ontology,ec_id,ec_name,ec_ontology,reference_id,curator_name,released,version
P38398,DP00238,DP00238r029,Homo sapiens,9606,Human,1863,758,1064,307,Cellular component,GO:0043232,GO,ECO:0005601,immunofluorescence confocal microscopy evidence used in manual assertion,ECO,9008167,Edoardo Salladini,2022_06,2
P35611,DP00240,DP00240r001,Homo sapiens,9606,Human,737,430,737,308,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,7642559,Victoria Nugnes,2023_06,3
P35611,DP00240,DP00240r003,Homo sapiens,9606,Human,737,430,737,308,Structural state,IDPO:0000002,IDPO,ECO:0007691,cleavage assay evidence used in manual assertion,ECO,7642559,Victoria Nugnes,2023_06,0
P35611,DP00240,DP00240r004,Homo sapiens,9606,Human,737,430,737,308,Structural state,IDPO:0000002,IDPO,ECO:0007689,sodium dodecyl sulfate polyacrylamide gel electrophoresis evidence used in manual assertion,ECO,7642559,Victoria Nugnes,2023_06,0
P35611,DP00240,DP00240r005,Homo sapiens,9606,Human,737,430,737,308,Molecular function,GO:0046983,GO,ECO:0007009,radioligand binding assay evidence used in manual assertion,ECO,7642559,Victoria Nugnes,2023_06,0
P35612,DP00241,DP00241r001,Homo sapiens,9606,Human,726,409,726,318,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,7642559,Victoria Nugnes,2023_06,3
P35612,DP00241,DP00241r005,Homo sapiens,9606,Human,726,409,726,318,Structural state,IDPO:0000002,IDPO,ECO:0007689,sodium dodecyl sulfate polyacrylamide gel electrophoresis evidence used in manual assertion,ECO,7642559,Victoria Nugnes,2023_06,3
P35612,DP00241,DP00241r009,Homo sapiens,9606,Human,726,409,726,318,Structural state,IDPO:0000002,IDPO,ECO:0007691,cleavage assay evidence used in manual assertion,ECO,7642559,Victoria Nugnes,2023_06,3
P35612,DP00241,DP00241r013,Homo sapiens,9606,Human,726,409,726,318,Molecular function,GO:0046983,GO,ECO:0007009,radioligand binding assay evidence used in manual assertion,ECO,7642559,Victoria Nugnes,2023_06,0
P23025,DP00243,DP00243r001,Homo sapiens,9606,Human,273,166,179,14,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,10050037,Victoria Nugnes,2023_06,3
P23025,DP00243,DP00243r002,Homo sapiens,9606,Human,273,166,179,14,Disorder function,IDPO:0000033,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,10050037,Victoria Nugnes,2023_06,4
P23025,DP00243,DP00243r007,Homo sapiens,9606,Human,273,210,219,10,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,10050037,Victoria Nugnes,2023_06,0
P23025,DP00243,DP00243r008,Homo sapiens,9606,Human,273,1,101,101,Structural state,IDPO:0000002,IDPO,ECO:0006224,cryogenic electron microscopy-based structural model with missing residue coordinates used in manual assertion,ECO,37076618,Victoria Nugnes,2023_06,0
P01106-1,DP00260,DP00260r001,Homo sapiens,9606,Human,439,1,88,88,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,15663936,Victoria Nugnes,2022_06,3
P01106-1,DP00260,DP00260r004,Homo sapiens,9606,Human,439,1,167,167,Structural state,IDPO:0000003,IDPO,ECO:0006327,dynamic fluorescence quenching evidence used in manual assertion,ECO,15663936,Victoria Nugnes,2022_06,3
P01106-1,DP00260,DP00260r010,Homo sapiens,9606,Human,439,1,143,143,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,8755740,Victoria Nugnes,2022_06,3
P01106-1,DP00260,DP00260r012,Homo sapiens,9606,Human,439,1,143,143,Molecular function,GO:0005515,GO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,8755740,Victoria Nugnes,2022_12,5
P01106-1,DP00260,DP00260r016,Homo sapiens,9606,Human,439,1,88,88,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,26655473,Victoria Nugnes,2022_06,3
P01106-1,DP00260,DP00260r017,Homo sapiens,9606,Human,439,1,88,88,Molecular function,GO:0005515,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,26655473,Victoria Nugnes,2022_12,5
P01106-1,DP00260,DP00260r020,Homo sapiens,9606,Human,439,1,88,88,Structural state,IDPO:0000002,IDPO,ECO:0005642,heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,ECO,22457068,Victoria Nugnes,2022_06,0
P01106-1,DP00260,DP00260r021,Homo sapiens,9606,Human,439,1,88,88,Molecular function,GO:0005515,GO,ECO:0001269,surface plasmon resonance evidence used in manual assertion,ECO,26655473,Victoria Nugnes,2022_06,0
P01106-1,DP00260,DP00260r022,Homo sapiens,9606,Human,439,1,88,88,Structural state,IDPO:0000002,IDPO,ECO:0006327,dynamic fluorescence quenching evidence used in manual assertion,ECO,15663936,Victoria Nugnes,2022_06,0
P01106-1,DP00260,DP00260r023,Homo sapiens,9606,Human,439,1,167,167,Structural state,IDPO:0000003,IDPO,ECO:0006200,circular dichroism evidence used in manual assertion,ECO,15663936,Victoria Nugnes,2022_06,0
P01106-1,DP00260,DP00260r024,Homo sapiens,9606,Human,439,89,167,79,Molecular function,GO:0005515,GO,ECO:0001269,surface plasmon resonance evidence used in manual assertion,ECO,15663936,Victoria Nugnes,2022_06,0
P01106-1,DP00260,DP00260r025,Homo sapiens,9606,Human,439,89,167,79,Molecular function,GO:0005515,GO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,15663936,Victoria Nugnes,2022_06,0
P01106-1,DP00260,DP00260r026,Homo sapiens,9606,Human,439,1,143,143,Molecular function,GO:0005515,GO,ECO:0006076,protein binding evidence used in manual assertion,ECO,8755740,Victoria Nugnes,2022_06,0
P01106-1,DP00260,DP00260r027,Homo sapiens,9606,Human,439,1,143,143,Molecular function,GO:0140537,GO,ECO:0005616,beta-galactosidase reporter gene assay evidence used in manual assertion,ECO,8755740,Victoria Nugnes,2022_06,0
P01106-1,DP00260,DP00260r028,Homo sapiens,9606,Human,439,402,412,11,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,19022175,Victoria Nugnes,2022_12,0
P01106-1,DP00260,DP00260r029,Homo sapiens,9606,Human,439,363,381,19,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,19022175,Victoria Nugnes,2022_12,0
P01106-1,DP00260,DP00260r030,Homo sapiens,9606,Human,439,353,439,87,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,19022175,Victoria Nugnes,2022_12,0
P01106-1,DP00260,DP00260r031,Homo sapiens,9606,Human,439,367,439,73,Molecular function,GO:1905761,GO,ECO:0006030,co-immunoprecipitation evidence used in manual assertion,ECO,12769844,Victoria Nugnes,2022_12,0
P01106-1,DP00260,DP00260r032,Homo sapiens,9606,Human,439,129,142,14,Molecular function,GO:1905761,GO,ECO:0006030,co-immunoprecipitation evidence used in manual assertion,ECO,12769844,Victoria Nugnes,2022_12,0
P01106-1,DP00260,DP00260r035,Homo sapiens,9606,Human,439,51,69,19,Molecular function,GO:1905761,GO,ECO:0005644,immunoprecipitation evidence used in manual assertion,ECO,15150404,Victoria Nugnes,2022_12,0
P01106-1,DP00260,DP00260r036,Homo sapiens,9606,Human,439,55,68,14,Molecular function,GO:0005515,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,15992821,Victoria Nugnes,2022_12,0
P01106-1,DP00260,DP00260r037,Homo sapiens,9606,Human,439,55,68,14,Molecular function,GO:0005515,GO,ECO:0001249,fluorescence evidence used in manual assertion,ECO,15992821,Victoria Nugnes,2022_12,0
P01106-1,DP00260,DP00260r038,Homo sapiens,9606,Human,439,56,60,5,Disorder function,IDPO:0000045,IDPO,ECO:0007719,immunodetection assay evidence used in manual assertion,ECO,15103331,Victoria Nugnes,2022_12,0
P01106-1,DP00260,DP00260r039,Homo sapiens,9606,Human,439,60,64,5,Disorder function,IDPO:0000045,IDPO,ECO:0007719,immunodetection assay evidence used in manual assertion,ECO,15103331,Victoria Nugnes,2022_12,0
P01106-1,DP00260,DP00260r040,Homo sapiens,9606,Human,439,51,66,16,Molecular function,GO:1905761,GO,ECO:0005640,glutathione S-transferase pull-down assay evidence used in manual assertion,ECO,15103331,Victoria Nugnes,2022_12,0
Q16665,DP00262,DP00262r001,Homo sapiens,9606,Human,826,530,698,169,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,15629713,Edoardo Salladini,2022_03,3
Q16665,DP00262,DP00262r002,Homo sapiens,9606,Human,826,530,698,169,Structural state,IDPO:0000002,IDPO,ECO:0007680,chromatography evidence used in manual assertion,ECO,15629713,Edoardo Salladini,2022_03,3
Q16665,DP00262,DP00262r003,Homo sapiens,9606,Human,826,530,698,169,Structural state,IDPO:0000002,IDPO,ECO:0006275,analytical ultracentrifugation evidence used in manual assertion,ECO,15629713,Edoardo Salladini,2022_03,3
Q16665,DP00262,DP00262r004,Homo sapiens,9606,Human,826,403,603,201,Structural state,IDPO:0000002,IDPO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,15629713,Edoardo Salladini,2022_03,3
Q16665,DP00262,DP00262r005,Homo sapiens,9606,Human,826,403,603,201,Structural state,IDPO:0000002,IDPO,ECO:0007680,chromatography evidence used in manual assertion,ECO,15629713,Edoardo Salladini,2022_03,3
Q16665,DP00262,DP00262r006,Homo sapiens,9606,Human,826,776,826,51,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,11959977,Edoardo Salladini,2022_03,3
Q16665,DP00262,DP00262r007,Homo sapiens,9606,Human,826,403,603,201,Structural state,IDPO:0000002,IDPO,ECO:0006275,analytical ultracentrifugation evidence used in manual assertion,ECO,15629713,Edoardo Salladini,2022_03,3
Q16665,DP00262,DP00262r008,Homo sapiens,9606,Human,826,791,804,14,Structural transition,IDPO:0000011,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,11959977,Victoria Nugnes,2022_06,3
Q16665,DP00262,DP00262r009,Homo sapiens,9606,Human,826,815,824,10,Structural transition,IDPO:0000011,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,11959977,Victoria Nugnes,2022_06,3
Q16665,DP00262,DP00262r010,Homo sapiens,9606,Human,826,776,826,51,Molecular function,GO:0005515,GO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,11959977,Victoria Nugnes,2022_06,4
Q16665,DP00262,DP00262r011,Homo sapiens,9606,Human,826,776,826,51,Molecular function,GO:0005515,GO,ECO:0005805,yeast 2-hybrid evidence used in manual assertion,ECO,11959977,Victoria Nugnes,2022_06,4
Q16665,DP00262,DP00262r012,Homo sapiens,9606,Human,826,776,826,51,Molecular function,GO:0005515,GO,ECO:0005647,isothermal titration calorimetry evidence used in manual assertion,ECO,11959977,Victoria Nugnes,2022_06,4
Q16665,DP00262,DP00262r013,Homo sapiens,9606,Human,826,530,698,169,Structural state,IDPO:0000002,IDPO,ECO:0007689,sodium dodecyl sulfate polyacrylamide gel electrophoresis evidence used in manual assertion,ECO,15629713,Edoardo Salladini,2022_03,2
Q16665,DP00262,DP00262r014,Homo sapiens,9606,Human,826,403,603,201,Structural state,IDPO:0000002,IDPO,ECO:0007689,sodium dodecyl sulfate polyacrylamide gel electrophoresis evidence used in manual assertion,ECO,15629713,Edoardo Salladini,2022_03,2
Q16665,DP00262,DP00262r015,Homo sapiens,9606,Human,826,403,603,201,Molecular function,GO:0002039,GO,ECO:0005632,fluorescence anisotropy evidence used in manual assertion,ECO,15629713,Victoria Nugnes,2022_06,4
Q16665,DP00262,DP00262r016,Homo sapiens,9606,Human,826,403,603,201,Molecular function,GO:0002039,GO,ECO:0006275,analytical ultracentrifugation evidence used in manual assertion,ECO,15629713,Victoria Nugnes,2022_06,4
Q16665,DP00262,DP00262r017,Homo sapiens,9606,Human,826,530,698,169,Molecular function,GO:0002039,GO,ECO:0006275,analytical ultracentrifugation evidence used in manual assertion,ECO,15629713,Victoria Nugnes,2022_06,4
Q16665,DP00262,DP00262r018,Homo sapiens,9606,Human,826,530,698,169,Molecular function,GO:0002039,GO,ECO:0005632,fluorescence anisotropy evidence used in manual assertion,ECO,15629713,Victoria Nugnes,2022_06,4
Q16665,DP00262,DP00262r019,Homo sapiens,9606,Human,826,776,813,38,Molecular function,GO:0005515,GO,ECO:0001249,fluorescence evidence used in manual assertion,ECO,17382325,Victoria Nugnes,2022_06,4
Q16665,DP00262,DP00262r020,Homo sapiens,9606,Human,826,795,822,28,Molecular function,GO:0140537,GO,ECO:0006297,GAL4-VP16 functional complementation evidence used in manual assertion,ECO,11063749,Edoardo Salladini,2022_06,5
Q16665,DP00262,DP00262r021,Homo sapiens,9606,Human,826,560,567,8,Molecular function,GO:0031625,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,12050673,Victoria Nugnes,2022_12,0
Q16665,DP00262,DP00262r022,Homo sapiens,9606,Human,826,556,574,19,Molecular function,GO:0031625,GO,ECO:0001269,surface plasmon resonance evidence used in manual assertion,ECO,12050673,Victoria Nugnes,2022_12,0
Q16665,DP00262,DP00262r023,Homo sapiens,9606,Human,826,561,566,6,Molecular function,GO:0031625,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,12004076,Victoria Nugnes,2022_12,0
Q16665,DP00262,DP00262r024,Homo sapiens,9606,Human,826,571,574,4,Molecular function,GO:0031625,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,12004076,Victoria Nugnes,2022_12,0
Q16665,DP00262,DP00262r025,Homo sapiens,9606,Human,826,571,577,7,Molecular function,GO:0031625,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,12050673,Victoria Nugnes,2022_12,0
Q04656,DP00282,DP00282r001,Homo sapiens,9606,Human,1500,1125,1176,52,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,19917612,Maria Cristina Aspromonte,2022_12,3
P40337,DP00287,DP00287r004,Homo sapiens,9606,Human,213,1,59,59,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,25661653,Federica Quaglia,2022_03,3
P40337,DP00287,DP00287r005,Homo sapiens,9606,Human,213,54,213,160,Structural state,IDPO:0000003,IDPO,ECO:0006206,near-UV circular dichroism evidence used in manual assertion,ECO,14963040,Federica Quaglia,2022_03,2
P40337,DP00287,DP00287r006,Homo sapiens,9606,Human,213,54,213,160,Structural state,IDPO:0000003,IDPO,ECO:0006315,pH-induced protein unfolding evidence used in manual assertion,ECO,14963040,Federica Quaglia,2022_03,2
P40337,DP00287,DP00287r008,Homo sapiens,9606,Human,213,54,213,160,Structural state,IDPO:0000003,IDPO,ECO:0007680,chromatography evidence used in manual assertion,ECO,14963040,Federica Quaglia,2022_03,2
P40337,DP00287,DP00287r009,Homo sapiens,9606,Human,213,54,213,160,Structural state,IDPO:0000003,IDPO,ECO:0007064,dynamic light scattering assay evidence used in manual assertion,ECO,14963040,Federica Quaglia,2022_03,2
P40337,DP00287,DP00287r010,Homo sapiens,9606,Human,213,54,213,160,Structural state,IDPO:0000003,IDPO,ECO:0001249,fluorescence evidence used in manual assertion,ECO,14963040,Federica Quaglia,2022_03,2
P40337,DP00287,DP00287r011,Homo sapiens,9606,Human,213,54,213,160,Structural state,IDPO:0000003,IDPO,ECO:0006275,analytical ultracentrifugation evidence used in manual assertion,ECO,14963040,Federica Quaglia,2022_03,2
P40337,DP00287,DP00287r013,Homo sapiens,9606,Human,213,67,117,51,Molecular function,GO:0005515,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,12004076,Federica Quaglia,2022_03,3
P40337,DP00287,DP00287r015,Homo sapiens,9606,Human,213,156,161,6,Molecular function,GO:0005515,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,12004076,Federica Quaglia,2022_03,3
P40337,DP00287,DP00287r016,Homo sapiens,9606,Human,213,80,84,5,Molecular function,GO:0005515,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,10205047,Federica Quaglia,2022_03,3
P40337,DP00287,DP00287r017,Homo sapiens,9606,Human,213,153,184,32,Molecular function,GO:0005515,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,10205047,Federica Quaglia,2022_03,3
P40337,DP00287,DP00287r019,Homo sapiens,9606,Human,213,153,184,32,Molecular function,GO:0060090,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,10205047,Federica Quaglia,2022_03,3
P40337,DP00287,DP00287r020,Homo sapiens,9606,Human,213,67,117,51,Molecular function,GO:0060090,GO,ECO:0005670,x-ray crystallography evidence used in manual assertion,ECO,12004076,Federica Quaglia,2022_03,3
P40337,DP00287,DP00287r021,Homo sapiens,9606,Human,213,72,78,7,Biological process,GO:1990000,GO,ECO:0007044,transmission electron microscopy evidence used in manual assertion,ECO,34431623,Federica Quaglia,2022_03,1
P40337,DP00287,DP00287r022,Homo sapiens,9606,Human,213,147,153,7,Biological process,GO:1990000,GO,ECO:0007044,transmission electron microscopy evidence used in manual assertion,ECO,34431623,Federica Quaglia,2022_03,1
P40337,DP00287,DP00287r023,Homo sapiens,9606,Human,213,147,153,7,Biological process,GO:1990000,GO,ECO:0001591,atomic force microscopy evidence used in manual assertion,ECO,34431623,Federica Quaglia,2022_03,1
P40337,DP00287,DP00287r024,Homo sapiens,9606,Human,213,72,78,7,Biological process,GO:1990000,GO,ECO:0001591,atomic force microscopy evidence used in manual assertion,ECO,34431623,Federica Quaglia,2022_03,1
P40337,DP00287,DP00287r025,Homo sapiens,9606,Human,213,72,78,7,Biological process,GO:1990000,GO,ECO:0001249,fluorescence evidence used in manual assertion,ECO,34431623,Federica Quaglia,2022_03,1
P40337,DP00287,DP00287r026,Homo sapiens,9606,Human,213,147,153,7,Biological process,GO:1990000,GO,ECO:0001249,fluorescence evidence used in manual assertion,ECO,34431623,Federica Quaglia,2022_03,1
P40337,DP00287,DP00287r027,Homo sapiens,9606,Human,213,147,153,7,Biological process,GO:1990000,GO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,34431623,Federica Quaglia,2022_03,1
P40337,DP00287,DP00287r028,Homo sapiens,9606,Human,213,72,78,7,Biological process,GO:1990000,GO,ECO:0006204,far-UV circular dichroism evidence used in manual assertion,ECO,34431623,Federica Quaglia,2022_03,1
P40337,DP00287,DP00287r029,Homo sapiens,9606,Human,213,72,78,7,Biological process,GO:1990000,GO,ECO:0006212,particle scattering evidence used in manual assertion,ECO,34431623,Federica Quaglia,2022_03,1
P40337,DP00287,DP00287r030,Homo sapiens,9606,Human,213,147,153,7,Biological process,GO:1990000,GO,ECO:0006212,particle scattering evidence used in manual assertion,ECO,34431623,Federica Quaglia,2022_03,1
P40337,DP00287,DP00287r031,Homo sapiens,9606,Human,213,147,153,7,Biological process,GO:1990000,GO,ECO:0007157,cell staining evidence used in manual assertion,ECO,34431623,Federica Quaglia,2022_03,1
P40337,DP00287,DP00287r032,Homo sapiens,9606,Human,213,72,78,7,Biological process,GO:1990000,GO,ECO:0007157,cell staining evidence used in manual assertion,ECO,34431623,Federica Quaglia,2022_03,1
P40337,DP00287,DP00287r033,Homo sapiens,9606,Human,213,1,213,213,Molecular function,GO:0005515,GO,ECO:0005644,immunoprecipitation evidence used in manual assertion,ECO,24899725,Galo Balatti,2022_03,1
P40337,DP00287,DP00287r034,Homo sapiens,9606,Human,213,1,213,213,Molecular function,GO:0005515,GO,ECO:0007184,protein mass spectrometry evidence used in manual assertion,ECO,24899725,Galo Balatti,2022_03,1
P40337,DP00287,DP00287r035,Homo sapiens,9606,Human,213,59,213,155,Molecular function,GO:0005515,GO,ECO:0007689,sodium dodecyl sulfate polyacrylamide gel electrophoresis evidence used in manual assertion,ECO,11641274,Galo Balatti,2022_03,1
P40337,DP00287,DP00287r037,Homo sapiens,9606,Human,213,1,213,213,Molecular function,GO:0003714,GO,ECO:0005648,luciferase reporter gene assay evidence used in manual assertion,ECO,11641274,Galo Balatti,2022_03,1
P40337,DP00287,DP00287r038,Homo sapiens,9606,Human,213,1,213,213,Molecular function,GO:0005515,GO,ECO:0005640,glutathione S-transferase pull-down assay evidence used in manual assertion,ECO,11641274,Galo Balatti,2022_03,1
P40337,DP00287,DP00287r039,Homo sapiens,9606,Human,213,1,155,155,Molecular function,GO:0005515,GO,ECO:0005640,glutathione S-transferase pull-down assay evidence used in manual assertion,ECO,11641274,Galo Balatti,2022_03,1
P40337,DP00287,DP00287r040,Homo sapiens,9606,Human,213,1,213,213,Biological process,GO:0010468,GO,ECO:0007142,green fluorescent protein immunolocalization evidence used in manual assertion,ECO,23338840,Victoria Nugnes,2022_06,2
P40337,DP00287,DP00287r041,Homo sapiens,9606,Human,213,1,213,213,Biological process,GO:0010468,GO,ECO:0005653,northern blot evidence used in manual assertion,ECO,17973242,Victoria Nugnes,2022_06,2
P40337,DP00287,DP00287r042,Homo sapiens,9606,Human,213,1,213,213,Biological process,GO:0010468,GO,ECO:0006031,immunolocalization evidence used in manual assertion,ECO,17973242,Victoria Nugnes,2022_06,2
P40337,DP00287,DP00287r043,Homo sapiens,9606,Human,213,1,213,213,Molecular function,GO:0005515,GO,ECO:0005805,yeast 2-hybrid evidence used in manual assertion,ECO,12169691,Galo Balatti,2022_03,1
P40337,DP00287,DP00287r044,Homo sapiens,9606,Human,213,1,213,213,Molecular function,GO:0005515,GO,ECO:0006030,co-immunoprecipitation evidence used in manual assertion,ECO,12169691,Galo Balatti,2022_03,1
P40337,DP00287,DP00287r045,Homo sapiens,9606,Human,213,1,213,213,Biological process,GO:0010468,GO,ECO:0000272,Affymetrix GeneChip evidence used in manual assertion,ECO,15824735,Victoria Nugnes,2022_06,2
P40337,DP00287,DP00287r046,Homo sapiens,9606,Human,213,1,213,213,Biological process,GO:0010468,GO,ECO:0005660,quantitative polymerase chain reaction evidence used in manual assertion,ECO,15824735,Victoria Nugnes,2022_06,2
P40337,DP00287,DP00287r047,Homo sapiens,9606,Human,213,1,213,213,Biological process,GO:0010468,GO,ECO:0000279,qualitative western immunoblotting evidence used in manual assertion,ECO,15824735,Victoria Nugnes,2022_06,2
P40337,DP00287,DP00287r048,Homo sapiens,9606,Human,213,1,213,213,Biological process,GO:0010468,GO,ECO:0005802,cell transfection experiment evidence used in manual assertion,ECO,15824735,Victoria Nugnes,2022_06,2
P40337,DP00287,DP00287r051,Homo sapiens,9606,Human,213,1,213,213,Molecular function,GO:0005515,GO,ECO:0001230,mass spectrometry evidence used in manual assertion,ECO,24899725,Galo Balatti,2022_03,1
P40337,DP00287,DP00287r052,Homo sapiens,9606,Human,213,1,213,213,Biological process,GO:0008285,GO,ECO:0001157,cell counting evidence used in manual assertion,ECO,23338840,Galo Balatti,2022_03,1
P40337,DP00287,DP00287r053,Homo sapiens,9606,Human,213,1,213,213,Biological process,GO:0008285,GO,ECO:0007696,cell proliferation assay evidence used in manual assertion,ECO,23338840,Galo Balatti,2022_03,1
P40337,DP00287,DP00287r054,Homo sapiens,9606,Human,213,1,213,213,Biological process,GO:0009968,GO,ECO:0001186,immunocytochemistry evidence used in manual assertion,ECO,23338840,Galo Balatti,2022_03,1
P40337,DP00287,DP00287r055,Homo sapiens,9606,Human,213,97,102,6,Biological process,GO:0061912,GO,ECO:0000315,mutant phenotype evidence used in manual assertion,ECO,30902965,Vasileios Sagris,2022_06,2
P40337,DP00287,DP00287r056,Homo sapiens,9606,Human,213,97,102,6,Molecular function,GO:0005515,GO,ECO:0000315,mutant phenotype evidence used in manual assertion,ECO,30902965,Vasileios Sagris,2022_06,2
P40337,DP00287,DP00287r057,Homo sapiens,9606,Human,213,97,102,6,Molecular function,GO:0005515,GO,ECO:0005601,immunofluorescence confocal microscopy evidence used in manual assertion,ECO,30902965,Vasileios Sagris,2022_06,0
P40337,DP00287,DP00287r058,Homo sapiens,9606,Human,213,97,102,6,Biological process,GO:0010507,GO,ECO:0007718,ubiquitination assay evidence used in manual assertion,ECO,30902965,Vasileios Sagris,2022_06,0
P40337,DP00287,DP00287r059,Homo sapiens,9606,Human,213,97,102,6,Biological process,GO:0010507,GO,ECO:0005601,immunofluorescence confocal microscopy evidence used in manual assertion,ECO,30902965,Vasileios Sagris,2022_06,0
P40337,DP00287,DP00287r060,Homo sapiens,9606,Human,213,54,157,104,Molecular function,GO:0005515,GO,ECO:0005805,yeast 2-hybrid evidence used in manual assertion,ECO,28425505,Maria Cristina Aspromonte,2024_12,0
P40337,DP00287,DP00287r063,Homo sapiens,9606,Human,213,1,213,213,Molecular function,GO:0005515,GO,ECO:0006030,co-immunoprecipitation evidence used in manual assertion,ECO,28425505,Victoria Nugnes,2024_12,0
P40337,DP00287,DP00287r064,Homo sapiens,9606,Human,213,1,213,213,Molecular function,GO:0140297,GO,ECO:0005805,yeast 2-hybrid evidence used in manual assertion,ECO,28425505,Victoria Nugnes,2024_12,0
P40337,DP00287,DP00287r065,Homo sapiens,9606,Human,213,1,213,213,Molecular function,GO:0120283,GO,ECO:0006030,co-immunoprecipitation evidence used in manual assertion,ECO,23785518,Victoria Nugnes,2024_12,0
P40337,DP00287,DP00287r067,Homo sapiens,9606,Human,213,70,74,5,Disorder function,IDPO:0000045,IDPO,ECO:0007089,loss-of-function mutant phenotype evidence used in manual assertion,ECO,23785518,Maria Cristina Aspromonte,2024_12,0
P10415,DP00297,DP00297r001,Homo sapiens,9606,Human,239,26,48,23,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,26858413,Daniel Roche,2022_03,2
P10415,DP00297,DP00297r002,Homo sapiens,9606,Human,239,26,48,23,Molecular function,GO:0060090,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,26858413,Daniel Roche,2022_03,3
P10415,DP00297,DP00297r003,Homo sapiens,9606,Human,239,26,48,23,Molecular function,GO:0005515,GO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,26858413,Daniel Roche,2022_03,3
Q07817,DP00298,DP00298r001,Homo sapiens,9606,Human,233,28,80,53,Structural state,IDPO:0000002,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,8692274,Marco Necci,2022_03,2
Q07817,DP00298,DP00298r002,Homo sapiens,9606,Human,233,28,80,53,Disorder function,IDPO:0000033,IDPO,ECO:0006165,nuclear magnetic resonance spectroscopy evidence used in manual assertion,ECO,8692274,Marco Necci,2022_03,3
Q07817,DP00298,DP00298r003,Homo sapiens,9606,Human,233,28,80,53,Structural state,IDPO:0000002,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,8692274,Marco Necci,2022_03,2
Q07817,DP00298,DP00298r004,Homo sapiens,9606,Human,233,28,80,53,Disorder function,IDPO:0000033,IDPO,ECO:0006220,X-ray crystallography-based structural model with missing residue coordinates used in manual assertion,ECO,8692274,Marco Necci,2022_03,3
